Species,System,FB,MBD,MBZ,MP,TP
Tarpon,ACS,0.8901780927476345,-0.6412565941853893,-0.956985349987979,0.6935631950804003,0.6537627780230151
Tarpon,ACS,0.14658011973316756,-0.15496678884476336,-0.8474921070838218,0.8291362476166928,0.45807348185609703
Tarpon,ACS,1.3363368765563142,-0.5162106442406569,-0.728874427270985,0.0428125429061975,-0.06016305660674534
Tarpon,ACS,1.1519245792487267,-0.6551505886236929,-0.9113631654445802,0.4495317005150745,0.5619838924493745
Tarpon,ACS,0.7236121467923937,-0.12717879996815626,-0.6239434028211677,0.1512709849352312,-0.08377133335552411
Tarpon,ACS,3.376769714508011,-0.5023166498023534,-0.7973077040860831,-1.4484910349930178,-1.889384930570333
Tarpon,ACS,3.394616065860358,-0.6551505886236929,-0.9022387285359005,-1.2586887614422086,-1.102098966046391
Tarpon,ACS,2.4666057955383036,-0.7315675580343627,-0.9387364761706194,-0.46784595498050346,0.2723890924559849
Tarpon,ACS,1.5861857954891754,-0.7037795691577554,-0.9296120392619398,0.17386649369127993,0.5017201502391122
Tarpon,ACS,2.6748132279823547,-0.5648396247747195,-0.6558789320015469,-1.0146572668768825,-0.9087146465328914
Tarpon,ACS,2.829481606369364,-0.37032370263846914,-0.7060633349992855,-1.2089786421789015,-1.2908692565986515
Tarpon,ACS,3.132869579359266,-0.7246205608152109,-0.9752342238053385,-0.9468707406087363,-0.12563757151294624
Tarpon,ACS,1.8419834982061518,-0.5092636470215051,-0.5098879414626705,-0.5627470917559081,-0.3908951833723782
Tarpon,ACS,1.5802370117050595,0.21322406377028189,-0.5600723444604092,-0.7796639758139757,-0.9348624926627209
Tarpon,ACS,1.526697957648018,-0.342535713761862,-0.40039469855851334,-0.5401515829998594,-0.48527923695535913
Tarpon,ACS,1.9550103901043507,-0.5162106442406569,-0.8246810148121224,-0.33679200419542105,-0.3565003960823363
Tarpon,ACS,1.0507952549187591,0.1923830721128265,-0.42776800928455266,-0.4994796672389717,-0.5486162651969364
Tarpon,ACS,-0.002139474869725755,4.388369392480513,-1.0482297190747765,-1.8190573785922168,-3.6191081928111437
Tarpon,ACS,0.6819706603035836,0.4772099580980503,-0.6193811843668278,-0.21477625691275784,-0.38443658114811885
Snook,MCS,0.9794098495093703,-0.4814756581448979,-0.3958324801041735,-0.0430503903667877,-0.18667505730700534
Snook,MCS,-0.03188339379030445,0.011761144414879746,0.7538465703894767,-0.7299538565506686,-0.9142662215698738
Snook,MCS,-0.24009082623435515,0.28269403596179993,0.671726638211359,-0.6666864320337323,-0.5249191974054365
Snook,MCS,-0.29957866407551254,-0.08549681665324542,-0.06279053293736205,0.35011146198846005,0.2999753049582769
Snook,MCS,0.08114349810789442,-0.009079847242575666,0.6762888566656989,-0.7299538565506686,-1.1544171229250597
Snook,MCS,0.12873376838082035,-0.27306574157034397,1.4381793385404593,-1.3445516947151939,-2.934957973422459
Snook,MCS,0.32504363325663954,-0.24527775269373683,0.4436157154943647,-0.5265942777462301,-0.9133346434166807
Snook,MCS,-0.25198839380258664,-0.0577088277766382,0.2246292296860504,0.006659728896519522,0.019888570049991113
Snook,MCS,-0.34122015056432253,-0.16886078328306697,-0.15859712047849966,0.53087553203685,0.45074419369647606
Snook,MCS,-0.40070798840547994,-0.0577088277766382,0.11969820523623327,0.2280957147057969,0.4508329847392028
Snook,MCS,-0.2936298802913968,0.10901910548300502,0.4892379000377636,-0.33679200419542105,-0.031361086094838966
Snook,MCS,-0.6029666370654149,-0.09939081109154903,0.14707151596227258,0.37722607249571855,1.5103357410450882
Snook,MCS,1.032948903566412,-0.4258996803916836,-0.28177701874567646,-0.2283335621663871,-0.7509593583230206
Snook,MCS,-0.5434787992242576,-0.2105427665979778,-0.18597043120453896,0.7342351108412881,1.2443163214469466
Snook,MCS,-0.38286163705313275,0.379951997029925,0.402555749405306,-0.35486841120026,0.20729831982132688
Snook,MCS,-0.3650152857007855,-0.07160282221494181,-0.07647718830038171,0.3998215812517673,0.4702335849763653
Snook,MCS,-0.6624544749065723,-0.09244381387239722,0.014767180786415894,0.5489519390416889,2.1223694873741006
Snook,MCS,-0.22224447488200794,-0.01602684446172747,0.3021869434098285,-0.11987512013735341,-0.08624365443864573
Snook,MCS,-0.2162956910978922,0.11596610270215682,0.2246292296860504,-0.13343242539098266,-0.17329793466504487
Snook,MCS,-0.3055274478596281,0.0881781138255496,0.160758171325292,0.015697932398939015,0.20806468841141398
Snook,MCS,-0.4958885289513317,-0.1758077805022188,-0.11297493593510079,0.6077002618074152,1.062503318549076
Snook,MCS,-0.3352713667802068,0.17154208045537106,1.0230174591955297,-0.8745651125893804,-0.2547925855850168
Snook,MCS,-0.4542470424625215,0.24795904986604092,0.27481363268378917,-0.08824140787888517,0.631333287275892
Snook,MCS,-0.5910690694971834,0.0812311166063978,0.0786382391471743,0.3184777497299918,1.5751954143701798
Snook,MCS,-0.37096406948490124,-0.01602684446172747,-0.02629278530264308,0.3139586479787821,0.5315142029644702
Snook,MCS,-0.4245031235419429,0.3868989942490768,0.37974465713360656,-0.30967739368816255,0.45892606994505014
Snook,MCS,-0.22819325866612367,0.11596610270215682,0.37062022022492674,-0.27352457967848454,-0.2104489802961459
Snook,MCS,-0.2757835289390496,0.15764808601706745,0.21550479277737064,-0.10631781488372416,-0.018044127875273333
Snook,MCS,-0.4245031235419429,0.4841569553172021,1.1872573235517656,-1.1683067264180138,-0.6712878349606649
Snook,MCS,-0.1568078532567348,0.06733712216809418,0.37062022022492674,-0.29160098668332357,-0.3120812456276055
Snook,MCS,-0.3888104208372485,0.12291309992130843,0.10144933141887373,0.11511817092555346,0.4962556680555151
Tarpon,MCS,0.2655557954154822,-0.41200568595337994,-0.4414546646475723,0.5037609215295915,-0.34160135615229137
Tarpon,MCS,1.657571200898564,-0.5578926275555678,0.4436157154943647,-1.3309943894615646,-3.8068552029857523
Tarpon,MCS,0.20011917379020921,-0.4884226553640497,-0.5372612521887098,0.69808229683161,-0.1069186244775609
Tarpon,MCS,-0.18060298839319777,-0.446740672049139,-0.5372612521887098,0.9601901984017754,0.9354920987020398
Tarpon,MCS,-0.22224447488200794,-0.5787336192130231,-0.7015011165449456,1.2403745069767793,1.1410746578164577
Tarpon,MCS,0.17632403865374627,-0.4884226553640497,-0.5463856890973896,0.7297160090900783,-0.0681999074855398
Tarpon,MCS,0.3190948494725238,-0.4258996803916836,-0.42776800928455266,0.458569904017494,-0.40227159637127696
Tarpon,MCS,0.6284316062465419,-0.3355887165427102,-0.13578602820680022,-0.12439422188856315,-1.1388316263433853
Tarpon,MCS,0.027604444050852942,-0.342535713761862,-0.3502102955607746,0.5444328372904792,0.2059366145677163
Tarpon,MCS,0.6998170116559308,-0.3842176970767727,-0.13578602820680022,-0.14698973064461163,-1.014592094100567
Tarpon,MCS,-0.08542244784734611,-0.446740672049139,-0.5190123783713503,0.8698081633775805,0.5570384739680075
Tarpon,MCS,0.9258707954523285,-0.43979367482998716,-0.3365236401977551,-0.08372230612767542,-1.35144056515855
Tarpon,MCS,0.3131460656884081,-0.3842176970767727,-0.36389695092379426,0.3727069707445088,-0.4695934016434326
Tarpon,MCS,-0.04378096135853593,-0.43979367482998716,-0.5007635045539908,0.8155789423630635,0.425933647413429
